title,media,date,datetime,desc,link,img,topic
On The Radar: The Chinese plane challenging Boeing and Airbus,Asia Media Centre,2 hours ago,2024-05-30 19:48:11.527577,It's been almost exactly one year since the Chinese-built C919 plane made its first commercial flight.,https://www.asiamediacentre.org.nz/news/on-the-radar-the-chinese-plane-challenging-boeing-and-airbus/&ved=2ahUKEwiQ6YSWrbaGAxW9F1kFHRweCxg4HhDF9AF6BAgAEAI&usg=AOvVaw0woLCNWc7NUoCEzGd6Op3_,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Airbus Truck Fitted with Airplane Controls to Test Self-taxiing,Voice of America,4 hours ago,2024-05-30 17:48:11.529591,Airbus has fitted a special truck with airplane controls to test self-taxiing abilities. The truck will deploy and test new technologies to help aircraft...,https://learningenglish.voanews.com/a/airbus-truck-fitted-with-airplane-controls-to-test-self-taxiing/7633330.html&ved=2ahUKEwiQ6YSWrbaGAxW9F1kFHRweCxg4HhDF9AF6BAgFEAI&usg=AOvVaw0DWus-FYgCNr44kfRYjQJ7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"A321XLR certification campaign is in final phase, says Airbus",Air Data News,1 day ago,2024-05-29 21:48:11.542564,"Airbus said the A321XLR type certification campaign is entering the final phase. An ultra-long-range variant of the A320neo family, the jet with up to 240.",https://www.airdatanews.com/a321xlr-certification-campaign-is-in-final-phase-says-airbus/&ved=2ahUKEwiQ6YSWrbaGAxW9F1kFHRweCxg4HhDF9AF6BAgHEAI&usg=AOvVaw2uP-lNyoYQMrCfOveRqejK,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Etihad Plans Airbus A321s With Flat Bed Business Class,One Mile at a Time,1 day ago,2024-05-29 21:48:11.553491,"Starting in 2025, Etihad intends to fly Airbus A321LRs featuring flat beds in business class. Here are the details of the carrier's plan.",https://onemileatatime.com/news/etihad-airbus-a321-flat-bed-business-class/&ved=2ahUKEwiQ6YSWrbaGAxW9F1kFHRweCxg4HhDF9AF6BAgBEAI&usg=AOvVaw2nkXm1DQapbcwoGZmujljl,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Review: British Airways Business Class Airbus A319 (GVA-LHR),One Mile at a Time,1 hour ago,2024-05-30 20:48:09.437823,"Detailed review of British Airways' Club Europe business class on the Airbus A319. Here's what to expect from the seats, food, and more.",https://onemileatatime.com/reviews/british-airways-business-class-a319/&ved=2ahUKEwirw4KVrbaGAxX2D1kFHcrCDP4QxfQBegQIBBAC&usg=AOvVaw1SxRCd6KXwipvghu53ZENa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Biman proceeding with Airbus deal to avoid future risks: Outgoing MD,The Business Standard,1 hour ago,2024-05-30 20:48:09.449053,"Biman Bangladesh Airlines is going to diversify its fleet by purchasing Airbus planes to avoid future risks, said the airline's outgoing Managing Director...",https://www.tbsnews.net/bangladesh/biman-proceeding-airbus-deal-avoid-future-risk-depending-similar-fleet-outgoing-md-863311&ved=2ahUKEwirw4KVrbaGAxX2D1kFHcrCDP4QxfQBegQICRAC&usg=AOvVaw2JMzX3heO8hNhXWDDELHDm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Cross-Country: What Are United Airlines' Longest Routes With Airbus Narrowbodies?,Simple Flying,3 hours ago,2024-05-30 18:48:09.460786,United has only one international route on this list.,https://simpleflying.com/united-airlines-longest-airbus-narrowbody-routes/&ved=2ahUKEwirw4KVrbaGAxX2D1kFHcrCDP4QxfQBegQIBRAC&usg=AOvVaw2LYcwMG2UlqV9Q3NwtuOa6,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"LEO-focused Satellite Propulsion Technology Market [Top Trends] | Airbus S.A.S, Ariane Group, Busek Co Inc.",Weekly Post Gazette,3 hours ago,2024-05-30 18:48:09.471990,"To obtain the latest report, “LEO-focused Satellite Propulsion Technology Market 2024,” go to OrbisResearch.com. By engaging in a thorough and detailed...",https://weeklypostgazette.com/leo-focused-satellite-propulsion-technology-market-top-trends-airbus-s-a-s-ariane-group-busek-co-inc/&ved=2ahUKEwirw4KVrbaGAxX2D1kFHcrCDP4QxfQBegQIARAC&usg=AOvVaw0r8zr6BKWbX4gY7QmGGEgv,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Delta Air Lines A350 Atlanta-Johannesburg Declares Emergency,AviationSource News,5 hours ago,2024-05-30 16:48:09.483073,It has emerged that a Delta Air Lines Airbus A350 operating a flight to Johannesburg declared an emergency not long after departure from Atlanta.,https://aviationsourcenews.com/emergency/delta-air-lines-a350-atlanta-johannesburg-declares-emergency/&ved=2ahUKEwirw4KVrbaGAxX2D1kFHcrCDP4QxfQBegQIBxAC&usg=AOvVaw0XhWHGiajXxKgCDCPN0CYv,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Malaysia Airlines' First Airbus A330neo Enters Final Assembly Phase,Simple Flying,5 hours ago,2024-05-30 16:48:09.494936,The first of Malaysia Airlines' Airbus A330neos has entered final assembly at Airbus' manufacturing facility in Toulouse. Once final checks and the cabin...,https://simpleflying.com/malaysia-airlines-first-airbus-a330neo-enters-final-assembly/&ved=2ahUKEwirw4KVrbaGAxX2D1kFHcrCDP4QxfQBegQICBAC&usg=AOvVaw0hgHbbe-r3Zv0lC4poUyNn,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"CAC40: regains some altitude, Airbus in support",marketscreener.com,6 hours ago,2024-05-30 15:48:09.506161,"After losing 2.4% over the last two sessions, the Paris Bourse regained some of its color today, finally gaining +0.55% to 7978 points, driven by Airbus...",https://www.marketscreener.com/quote/index/CAC-40-4941/news/CAC40-regains-some-altitude-Airbus-in-support-46866342/&ved=2ahUKEwirw4KVrbaGAxX2D1kFHcrCDP4QxfQBegQIBhAC&usg=AOvVaw08Ad6XNIMjwqShJjqILCxW,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"Airbus announces retrofits with Swiss, THAI and China Airlines, includes A350s",AeroTime,7 hours ago,2024-05-30 14:48:09.518900,"Airbus Services has signed retrofit agreements with Swiss, Thai Airways and China Airlines at this year's Aircraft Interiors Expo in Hamburg.",https://www.aerotime.aero/articles/airbus-retrofit-hamburg-swiss-thai-airways&ved=2ahUKEwirw4KVrbaGAxX2D1kFHcrCDP4QxfQBegQIAhAC&usg=AOvVaw1bZ5UaER6-A_nmJxetIGX5,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"P25 and TETRA Land Mobile Radio Industry [SWOT Analysis]| Motorola Solutions, Airbus DS, KENWOOD Corporation",Weekly Post Gazette,7 hours ago,2024-05-30 14:48:09.530092,"Visit OrbisResearch.com to access the most recent report, “P25 and TETRA Land Mobile Radio Market 2024,”. Within this analysis, we delve deeply into the...",https://weeklypostgazette.com/p25-and-tetra-land-mobile-radio-industry-swot-analysis-motorola-solutions-airbus-ds-kenwood-corporation/&ved=2ahUKEwirw4KVrbaGAxX2D1kFHcrCDP4QxfQBegQIABAC&usg=AOvVaw08on2JWQRrpzvFUJCz9dSZ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"Space-Based RF and Microwave Technology Industry Startegy Analysis} ASELSAN, Airbus S.A.S., General Dynamics ...",Weekly Post Gazette,8 hours ago,2024-05-30 13:48:09.543160,"Visit OrbisResearch.com to access the most recent report, “Space-Based RF and Microwave Technology Market 2024,”. Within this analysis, we delve deeply into...",https://weeklypostgazette.com/space-based-rf-and-microwave-technology-industry-startegy-analysis-aselsan-airbus-s-a-s-general-dynamics-mission-systems/&ved=2ahUKEwirw4KVrbaGAxX2D1kFHcrCDP4QxfQBegQIAxAC&usg=AOvVaw05ZeJ525bZ2Z7XlWKWAUGH,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Review: British Airways Business Class Airbus A319 (GVA-LHR),One Mile at a Time,1 hour ago,2024-05-30 20:48:09.985777,"Detailed review of British Airways' Club Europe business class on the Airbus A319. Here's what to expect from the seats, food, and more.",https://onemileatatime.com/reviews/british-airways-business-class-a319/&ved=2ahUKEwi1lKyVrbaGAxVNEFkFHUKBCkoQxfQBegQIABAC&usg=AOvVaw1isDXy8puYq8Zo5KNzjoat,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Biman proceeding with Airbus deal to avoid future risks: Outgoing MD,The Business Standard,1 hour ago,2024-05-30 20:48:09.996822,"Biman Bangladesh Airlines is going to diversify its fleet by purchasing Airbus planes to avoid future risks, said the airline's outgoing Managing Director...",https://www.tbsnews.net/bangladesh/biman-proceeding-airbus-deal-avoid-future-risk-depending-similar-fleet-outgoing-md-863311&ved=2ahUKEwi1lKyVrbaGAxVNEFkFHUKBCkoQxfQBegQICRAC&usg=AOvVaw2swGJfPWoNdONgiXimgEyc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Cross-Country: What Are United Airlines' Longest Routes With Airbus Narrowbodies?,Simple Flying,3 hours ago,2024-05-30 18:48:10.008493,United has only one international route on this list.,https://simpleflying.com/united-airlines-longest-airbus-narrowbody-routes/&ved=2ahUKEwi1lKyVrbaGAxVNEFkFHUKBCkoQxfQBegQIBhAC&usg=AOvVaw2gl5EU7C0Cuom_GIyDrNwe,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"LEO-focused Satellite Propulsion Technology Market [Top Trends] | Airbus S.A.S, Ariane Group, Busek Co Inc.",Weekly Post Gazette,3 hours ago,2024-05-30 18:48:10.020907,"To obtain the latest report, “LEO-focused Satellite Propulsion Technology Market 2024,” go to OrbisResearch.com. By engaging in a thorough and detailed...",https://weeklypostgazette.com/leo-focused-satellite-propulsion-technology-market-top-trends-airbus-s-a-s-ariane-group-busek-co-inc/&ved=2ahUKEwi1lKyVrbaGAxVNEFkFHUKBCkoQxfQBegQIAxAC&usg=AOvVaw07Ce7vmsFms6q8erJbyvJ7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Delta Air Lines A350 Atlanta-Johannesburg Declares Emergency,AviationSource News,5 hours ago,2024-05-30 16:48:10.032297,It has emerged that a Delta Air Lines Airbus A350 operating a flight to Johannesburg declared an emergency not long after departure from Atlanta.,https://aviationsourcenews.com/emergency/delta-air-lines-a350-atlanta-johannesburg-declares-emergency/&ved=2ahUKEwi1lKyVrbaGAxVNEFkFHUKBCkoQxfQBegQIBBAC&usg=AOvVaw3HfIOS4AA1Ch8PNV-IXplK,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Malaysia Airlines' First Airbus A330neo Enters Final Assembly Phase,Simple Flying,5 hours ago,2024-05-30 16:48:10.045135,The first of Malaysia Airlines' Airbus A330neos has entered final assembly at Airbus' manufacturing facility in Toulouse. Once final checks and the cabin...,https://simpleflying.com/malaysia-airlines-first-airbus-a330neo-enters-final-assembly/&ved=2ahUKEwi1lKyVrbaGAxVNEFkFHUKBCkoQxfQBegQIARAC&usg=AOvVaw0unqS20vCHe5bS1IN1oeXT,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"CAC40: regains some altitude, Airbus in support",marketscreener.com,6 hours ago,2024-05-30 15:48:10.057407,"After losing 2.4% over the last two sessions, the Paris Bourse regained some of its color today, finally gaining +0.55% to 7978 points, driven by Airbus...",https://www.marketscreener.com/quote/index/CAC-40-4941/news/CAC40-regains-some-altitude-Airbus-in-support-46866342/&ved=2ahUKEwi1lKyVrbaGAxVNEFkFHUKBCkoQxfQBegQICBAC&usg=AOvVaw0caiaPGMQrVi5oZV0XoiQ6,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"Airbus announces retrofits with Swiss, THAI and China Airlines, includes A350s",AeroTime,7 hours ago,2024-05-30 14:48:10.069117,"Airbus Services has signed retrofit agreements with Swiss, Thai Airways and China Airlines at this year's Aircraft Interiors Expo in Hamburg.",https://www.aerotime.aero/articles/airbus-retrofit-hamburg-swiss-thai-airways&ved=2ahUKEwi1lKyVrbaGAxVNEFkFHUKBCkoQxfQBegQIBRAC&usg=AOvVaw3k5NnrsBrcndeSf0hpkHwt,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"P25 and TETRA Land Mobile Radio Industry [SWOT Analysis]| Motorola Solutions, Airbus DS, KENWOOD Corporation",Weekly Post Gazette,7 hours ago,2024-05-30 14:48:10.081986,"Visit OrbisResearch.com to access the most recent report, “P25 and TETRA Land Mobile Radio Market 2024,”. Within this analysis, we delve deeply into the...",https://weeklypostgazette.com/p25-and-tetra-land-mobile-radio-industry-swot-analysis-motorola-solutions-airbus-ds-kenwood-corporation/&ved=2ahUKEwi1lKyVrbaGAxVNEFkFHUKBCkoQxfQBegQIAhAC&usg=AOvVaw1LJ22n3CZgyIpYFNfwbbn5,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"Space-Based RF and Microwave Technology Industry Startegy Analysis} ASELSAN, Airbus S.A.S., General Dynamics ...",Weekly Post Gazette,8 hours ago,2024-05-30 13:48:10.093626,"Visit OrbisResearch.com to access the most recent report, “Space-Based RF and Microwave Technology Market 2024,”. Within this analysis, we delve deeply into...",https://weeklypostgazette.com/space-based-rf-and-microwave-technology-industry-startegy-analysis-aselsan-airbus-s-a-s-general-dynamics-mission-systems/&ved=2ahUKEwi1lKyVrbaGAxVNEFkFHUKBCkoQxfQBegQIBxAC&usg=AOvVaw3AWqcS3oX4dNlwl7uunvhg,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"Circularise, Airbus complete blockchain traceability PoC for recycling aircraft cabins - Ledger Insights",Ledger Insights,9 hours ago,2024-05-30 12:48:10.531264,Sustainability startup Circularise completed a proof of concept with Airbus to create a digital product passport for an aircraft cabin.,https://www.ledgerinsights.com/circularise-airbus-complete-blockchain-traceability-poc-for-recycling-aircraft-cabins/&ved=2ahUKEwjx2s2VrbaGAxViFFkFHcrhDQc4ChDF9AF6BAgDEAI&usg=AOvVaw0o1Z0MwRScD35BUIov4Omg,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Airbus announces new Airspace interior features for the A330neo,Inflight,9 hours ago,2024-05-30 12:48:10.545180,"Airbus showcased a special A330neo full-size mockup at the Aircraft Interiors Expo and revealed its new Airspace cabin features, including a new Hero Light...",https://www.inflight-online.com/airbus-announces-new-airspace-interior-features-for-the-a330neo/&ved=2ahUKEwjx2s2VrbaGAxViFFkFHcrhDQc4ChDF9AF6BAgJEAI&usg=AOvVaw2Fy1TosKUeKmmBbDsDMo6v,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Flyadeal orders 51 Airbus aircraft,Times Aerospace,0 hours ago,2024-05-30 21:48:10.547072,The order for 12 Airbus A320neos and 39 bigger capacity A321neos was signed as part of a wider announcement by parent Saudia Group for a record 105 aircraft...,http://www.timesaerospace.aero/news/air-transport/flyadeal-orders-51-airbus-aircraft&ved=2ahUKEwjx2s2VrbaGAxViFFkFHcrhDQc4ChDF9AF6BAgIEAI&usg=AOvVaw1AHHA4t88GoTp5dZffOH_Z,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Elon Musk's AI start-up hires former Airbus innovation centre GC as first legal chief,The Global Legal Post,0 hours ago,2024-05-30 21:48:10.548973,Elon Musk's artificial intelligence business xAI has appointed Robert Keele as its first legal head to help steer the company's expansion efforts.,https://www.globallegalpost.com/news/elon-musks-ai-start-up-hires-former-airbus-innovation-centre-gc-as-first-legal-chief-69467076&ved=2ahUKEwjx2s2VrbaGAxViFFkFHcrhDQc4ChDF9AF6BAgBEAI&usg=AOvVaw3NvrBo52NSEf6BNqRcMe1r,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Airbus: 2024 TIME100 Most Influential Companies,Yahoo Finance,0 hours ago,2024-05-30 21:48:10.550604,"Guillaume Faury, CEO of Airbus, in Paris on October 17, 2023. Credit - Bruno Levy—Challenges-REA/Redux. As the aviation industry finally put pandemic-era...",https://finance.yahoo.com/news/airbus-2024-time100-most-influential-114435820.html&ved=2ahUKEwjx2s2VrbaGAxViFFkFHcrhDQc4ChDF9AF6BAgHEAI&usg=AOvVaw0M98Ru71eQQuIk3SxBYluo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"Exclusive-To help Airbus, Macron pressed Canada to ease Russia titanium sanctions",MSN,0 hours ago,2024-05-30 21:48:10.552413,"FILE PHOTO: An Airbus A350-1000 flies during an aerial display at the Singapore Airshow at Changi Exhibition Centre in Singapore, February 20, 2024.",https://www.msn.com/en-ca/money/topstories/exclusive-to-help-airbus-macron-pressed-canada-to-ease-russia-titanium-sanctions/ar-BB1nk003&ved=2ahUKEwjx2s2VrbaGAxViFFkFHcrhDQc4ChDF9AF6BAgFEAI&usg=AOvVaw3oHy0tdn2xdiUhmk6q-5kx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"Eurofighter to take flight by 2060, promise Airbus and BAE Systems",BulgarianMilitary.com,1 hours ago,2024-05-30 20:48:10.553956,"The Eurofighter Typhoon will remain operational for a long time, potentially until 2060. This is what Airbus and BAE Systems said in response to the Indian...",https://bulgarianmilitary.com/2024/05/30/eurofighter-to-take-flight-by-2060-promise-airbus-and-bae-systems/&ved=2ahUKEwjx2s2VrbaGAxViFFkFHcrhDQc4ChDF9AF6BAgCEAI&usg=AOvVaw1pmg_bDfdDI5pr89foAD96,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
"Exclusive: To help Airbus, Macron pressed Canada to ease Russia titanium sanctions",Reuters,1 hours ago,2024-05-30 20:48:10.555566,French President Emmanuel Macron personally intervened to persuade Canadian Prime Minister Justin Trudeau to give Airbus and other aerospace firms relief...,https://www.reuters.com/business/aerospace-defense/help-airbus-macron-pressed-canada-ease-russia-titanium-sanctions-2024-05-30/&ved=2ahUKEwjx2s2VrbaGAxViFFkFHcrhDQc4ChDF9AF6BAgEEAI&usg=AOvVaw1OOSfT2OJ7wpw8BIJN88MR,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Comlux and Airbus push advantages of ACJ TwoTwenty at EBACE,FlightGlobal,1 hours ago,2024-05-30 20:48:10.557124,Airbus and Comlux are on the hunt for more customers for the ACJ TwoTwenty after gathering eight orders since the type's launch in 2020.,https://www.flightglobal.com/business-aviation/comlux-and-airbus-push-advantages-of-acj-twotwenty-at-ebace/158542.article&ved=2ahUKEwjx2s2VrbaGAxViFFkFHcrhDQc4ChDF9AF6BAgGEAI&usg=AOvVaw2xawzHbPzxHWPF1JECObFw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Bangladesh going for Airbus as US rushes to sell ...,Somoy News,2 hours ago,2024-05-30 19:48:10.558624,"Bangladesh is expected to purchase aircraft from Airbus, which boasts a better safety record than rival Boeing, as the country moves ahead with plans...",https://en.somoynews.tv/news/2024-05-30/JB3L29Nv&ved=2ahUKEwjx2s2VrbaGAxViFFkFHcrhDQc4ChDF9AF6BAgAEAI&usg=AOvVaw3v5HBD4TOts0xTRMFcTDEO,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
AIX24: Hughes signs onto the Airbus HBCplus Progamme as it nears entry to service - Economy Class & Beyond,Economy Class & Beyond -,2 hours ago,2024-05-30 19:48:10.975188,"With the Airbus HBCplus (High Bandwidth Capacity) programme launched two years ago, the company is edging towards offering to customers.",https://economyclassandbeyond.boardingarea.com/2024/05/30/aix24-hughes-signs-onto-the-airbus-hbcplus-progamme-as-it-nears-entry-to-service/&ved=2ahUKEwianuqVrbaGAxU_ElkFHSr-CyA4FBDF9AF6BAgHEAI&usg=AOvVaw2FoOoHWEeiOGenO8iXDxPs,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Meet Daniel,Airbus,2 hours ago,2024-05-30 19:48:10.977169,"For four years, Daniel Werner has been working as an overall aircraft design engineer for the ZEROe project. Balancing the pros and cons of every design...",https://www.airbus.com/en/careers/airbus-faces/meet-daniel&ved=2ahUKEwianuqVrbaGAxU_ElkFHSr-CyA4FBDF9AF6BAgJEAI&usg=AOvVaw0SKh35kwbLxFedChzHCPeJ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Passing the test: the H175 finds a new way home,Airbus,2 hours ago,2024-05-30 19:48:10.978845,"With the H175 in Iqaluit, Nunavut, for a certification test flight for Transport Canada, an Airbus Helicopters flight test crew calculated that it would...",https://www.airbus.com/en/newsroom/stories/2024-05-passing-the-test-the-h175-finds-a-new-way-home&ved=2ahUKEwianuqVrbaGAxU_ElkFHSr-CyA4FBDF9AF6BAgDEAI&usg=AOvVaw1jkULnQcwoamRWskZh7DQC,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Hughes to become managed service provider for Airbus HBCplus,FlightGlobal,2 hours ago,2024-05-30 19:48:10.980472,"Having signed three MoUs at the AIX show, broadband satellite service and managed network solution provider Hughes is furthering the airline travellers'...",https://www.flightglobal.com/systems-and-interiors/hughes-to-become-managed-service-provider-for-airbus-hbcplus/158544.article&ved=2ahUKEwianuqVrbaGAxU_ElkFHSr-CyA4FBDF9AF6BAgGEAI&usg=AOvVaw0vpoLMUldUIlYOr_71Az9l,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Airbus secures THAI A320 cabin retrofit deal,Travel Daily Media,3 hours ago,2024-05-30 18:48:10.982155,Airbus has reached an agreement with Thai Airways International Public Company Limited (THAI) to retrofit its fleet of 20 A320ceo aircraft with reclining...,https://www.traveldailymedia.com/airbus-secures-thai-a320-cabin-retrofit-deal/&ved=2ahUKEwianuqVrbaGAxU_ElkFHSr-CyA4FBDF9AF6BAgFEAI&usg=AOvVaw3F-ZGkt41VQqyvzZwJWdsW,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Taiwan’s China Airlines taps Airbus for A350 cabin retrofit,Taiwan News,3 hours ago,2024-05-30 18:48:10.983678,TAIPEI (Taiwan News) — Airbus said Tuesday (May 28) that it has signed a letter of intent with Taiwan's China Airlines to retrofit its A350 cabins with a...,https://www.taiwannews.com.tw/en/news/5880166&ved=2ahUKEwianuqVrbaGAxU_ElkFHSr-CyA4FBDF9AF6BAgCEAI&usg=AOvVaw3R8TvkDOob051gdCLxZWpj,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
4 Jetstar Crew Hospitalized After Airbus A320 Unusual Smell,Simple Flying,3 hours ago,2024-05-30 18:48:10.985172,Four Jetstar flight attendants were taken to hospital after reporting an unusual smell on a flight from the Gold Coast to Cairns this morning.,https://simpleflying.com/jetstar-crew-hospitalised-airbus-a320/&ved=2ahUKEwianuqVrbaGAxU_ElkFHSr-CyA4FBDF9AF6BAgIEAI&usg=AOvVaw0hkaa3kkFPYF9BhGT5TfgP,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
EarthCare satellite launched to study clouds and climate,AVIONEWS,3 hours ago,2024-05-30 18:48:10.986689,"The Airbus-built EarthCARE climate monitoring satellite has been successfully launched from Vandenberg military base, California.",https://www.avionews.it/item/1258539-earthcare-satellite-launched-to-study-clouds-and-climate.html&ved=2ahUKEwianuqVrbaGAxU_ElkFHSr-CyA4FBDF9AF6BAgAEAI&usg=AOvVaw2dd2Mwta1-AXq4SLTaST3f,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Preparing for the A321XLR's entry into service,Airbus,4 hours ago,2024-05-30 17:48:10.988187,The A321XLR's ongoing certification and flight-test campaign is now in its final stages. As well as debriefing after the airlines' recent route-proving...,https://www.airbus.com/en/newsroom/stories/2024-05-preparing-for-the-a321xlrs-entry-into-service&ved=2ahUKEwianuqVrbaGAxU_ElkFHSr-CyA4FBDF9AF6BAgEEAI&usg=AOvVaw1WOzWZP63E2mXIEmzFNk-8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Circularise and Airbus pioneer aviation cabin traceability framework to enhance environmental transparency,WJBF,5 hours ago,2024-05-30 16:48:10.989936,“This collaboration marks a significant step towards a more sustainable aviation industry. DPPs are a key tool in understanding and improving the lifecycle...,https://www.wjbf.com/business/press-releases/ein-presswire/714993223/circularise-and-airbus-pioneer-aviation-cabin-traceability-framework-to-enhance-environmental-transparency&ved=2ahUKEwianuqVrbaGAxU_ElkFHSr-CyA4FBDF9AF6BAgBEAI&usg=AOvVaw1AkSh9D4yOcL3BGBENF7pE,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
Video: ACH175 - Airbus' Premier Helicopter Showcased At EBACE 2024,Aviation Week,5 hours ago,2024-05-30 16:48:11.516801,"Angus Batey, a writer for Aviation Week Network's Show News, discusses the ACH175, which is being exhibited at EBACE for the first time.",https://aviationweek.com/shownews/ebace/video-ach175-airbus-premier-helicopter-showcased-ebace-2024&ved=2ahUKEwiQ6YSWrbaGAxW9F1kFHRweCxg4HhDF9AF6BAgEEAI&usg=AOvVaw3aEoC_3jOPT5drFJXJc9xh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",airbus
